cell_id,session_date,direction,entry_minute,entry_price,shares,gross,holding_minutes,exit_minute,exit_price,exit_reason
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-01-15,short,361,100.04,3397,1426.740000000006,30.0,390,99.62,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-01-16,long,91,100.22,3333,-899.9099999999871,30.0,121,99.95,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-01-16,long,211,100.34,3333,-799.9200000000304,30.0,241,100.1,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-01-16,long,331,100.42,3333,1666.5,60.0,390,100.92,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-01-21,long,91,102.44,2975,-475.9999999999896,30.0,121,102.28,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-01-21,long,151,102.36,2975,-654.4999999999964,60.0,211,102.14,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-01-22,long,331,103.79,2888,548.7199999999934,60.0,390,103.98,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-01-27,short,31,101.98,2965,-56.33499999997268,150.0,181,101.999,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-01-29,long,361,101.86,2634,-210.71999999999545,30.0,390,101.78,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-01-30,long,181,102.39,2841,-951.7349999999823,30.0,211,102.055,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-02-02,short,31,100.4,2821,-479.56999999996475,60.0,91,100.57,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-02-06,short,241,103.36,2818,-535.4199999999935,30.0,271,103.55,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-02-06,short,361,102.94,2818,-253.6200000000096,30.0,390,103.03,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-02-10,long,181,103.9665,2860,1239.8100000000268,210.0,390,104.4,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-02-11,long,61,104.68,2705,324.59999999997393,30.0,91,104.8,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-02-11,long,151,104.91,2705,-216.39999999999532,30.0,181,104.83,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-02-12,long,271,105.93,2920,-204.40000000002158,30.0,301,105.86,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-02-19,long,61,107.5566,4115,260.89100000000565,330.0,390,107.62,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-02-20,long,241,108.04,4158,1351.349999999953,150.0,390,108.365,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-02-23,short,61,108.169,4691,-426.88100000003845,30.0,91,108.26,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-02-26,long,91,108.62,4870,97.39999999998062,90.0,181,108.64,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-02-26,long,211,108.825,4870,-1290.550000000003,90.0,301,108.56,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-02-27,short,301,108.48,5030,150.90000000000552,60.0,361,108.45,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-03-02,long,31,109.06,5320,-478.80000000001826,150.0,181,108.97,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-03-02,long,211,109.02,5320,-638.9319999999663,30.0,241,108.8999,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-03-02,long,271,109.0538,5320,1655.5839999999966,120.0,390,109.365,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-03-03,short,31,108.805,5358,-241.10999999993444,270.0,301,108.85,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-03-04,short,31,108.05,5771,-1038.7800000000393,60.0,91,108.23,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-03-06,short,121,107.96,5937,4215.269999999962,270.0,390,107.25,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-03-10,short,31,106.54,5273,4112.940000000008,360.0,390,105.76,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-03-11,short,271,105.3638,4133,-686.9046000000142,30.0,301,105.53,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-03-11,short,361,105.23,4133,289.31000000003064,30.0,390,105.16,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-03-12,long,31,105.551,4199,1486.4459999999974,360.0,390,105.905,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-03-13,short,91,105.1,4201,-1008.2400000000378,300.0,390,105.34,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-03-16,long,31,106.11,4165,2415.6999999999935,360.0,390,106.69,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-03-18,long,301,107.455,3721,1693.0549999999944,90.0,390,107.91,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-03-24,long,91,108.66,3709,-74.17999999998511,90.0,181,108.64,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-03-25,short,31,107.36,3705,6890.929499999982,360.0,390,105.5001,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-03-27,long,31,105.38,3427,-685.3999999999616,30.0,61,105.18,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-03-27,long,91,105.485,3427,-496.91499999998643,30.0,121,105.34,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-03-30,long,31,106.61,3380,-1267.5000000000002,30.0,61,106.235,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-03-31,short,361,105.77,3620,-36.20000000001852,30.0,390,105.78,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-04-01,short,31,104.471,3555,-1595.8394999999816,60.0,91,104.9199,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-04-01,short,121,104.76,3555,-142.19999999997145,120.0,241,104.8,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-04-01,short,301,104.69,3555,-888.75,90.0,390,104.94,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-04-06,long,61,105.62,3538,1415.1999999999696,330.0,390,106.02,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-04-07,long,61,106.49,3710,37.100000000019065,180.0,241,106.5,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-04-08,long,31,106.55,3718,-1189.7599999999745,60.0,91,106.23,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-04-08,long,121,106.4,3718,-37.180000000018794,210.0,331,106.39,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-04-09,long,361,107.32,3792,-75.83999999998491,30.0,390,107.3,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-04-13,long,31,108.3,3674,-477.6199999999832,60.0,91,108.17,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-04-14,short,31,106.96,3676,183.7999999999903,120.0,151,106.91,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-04-17,short,31,106.4,5268,2212.5600000000054,360.0,390,105.98,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-04-20,long,31,107.09,4334,2383.6999999999884,360.0,390,107.64,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-04-23,long,211,109.2,4565,-442.34850000002365,180.0,390,109.1031,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-04-28,short,31,109.83,4147,-124.41000000000524,60.0,91,109.86,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-04-29,short,181,108.89,4156,-2285.7999999999884,90.0,271,109.44,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-04-30,short,61,108.3399,4052,-1256.5252000000228,60.0,121,108.65,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-04-30,short,151,108.331,4052,3367.2120000000123,240.0,390,107.5,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-05-01,long,61,108.62,3541,-956.070000000036,30.0,91,108.35,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-05-01,long,121,108.53,3541,-708.2000000000103,30.0,151,108.33,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-05-01,long,211,108.51,3541,2089.189999999962,180.0,390,109.1,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-05-04,long,31,109.87,3231,-1033.920000000024,60.0,91,109.55,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-05-05,short,31,108.3,3259,2753.8549999999955,360.0,390,107.455,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-05-06,short,31,106.9,3069,-675.1799999999968,60.0,91,107.12,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-05-06,short,121,107.0063,3069,-134.11530000000357,30.0,151,107.05,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-05-06,short,181,106.85,3069,460.34999999997376,210.0,390,106.7,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-05-07,long,91,107.24,3049,60.980000000031865,270.0,361,107.26,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-05-12,short,31,107.16,3335,-50.02500000000185,30.0,61,107.175,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-05-14,long,151,109.17,3339,1636.1099999999833,240.0,390,109.66,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-05-18,long,271,110.109,3261,-127.17900000000479,30.0,301,110.07,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-05-20,short,31,109.51,3255,-780.8744999999723,30.0,61,109.7499,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-05-21,long,91,110.4,3732,-37.320000000019434,180.0,271,110.39,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-05-21,long,331,110.59,3732,-261.2400000000275,30.0,361,110.52,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-05-26,short,31,109.57,4080,1713.5999999999506,360.0,390,109.15,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-05-27,long,31,110.03,4466,4399.009999999998,360.0,390,111.015,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-05-29,short,91,109.99,4099,-1188.7100000000257,60.0,151,110.28,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-05-29,short,331,110.06,4099,-532.8699999999812,30.0,361,110.19,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-06-01,short,61,109.7699,4239,-1484.0738999999899,30.0,91,110.12,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-06-08,short,31,108.89,4928,3498.879999999969,360.0,390,108.18,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-06-09,short,31,107.59,4799,-863.8199999999645,60.0,91,107.77,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-06-10,long,61,108.995,4755,2781.6749999999693,330.0,390,109.58,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-06-15,short,31,107.47,4224,-718.0800000000072,30.0,61,107.64,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-06-16,long,211,108.72,4508,90.15999999998263,180.0,390,108.74,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-06-18,long,31,110.0301,5557,3111.3642999999975,360.0,390,110.59,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-06-26,short,91,109.4999,4807,-913.8107000000049,30.0,121,109.69,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-06-26,short,151,109.52,4807,1153.6799999999741,240.0,390,109.28,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-06-29,short,271,107.525,5166,4520.249999999997,120.0,390,106.65,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-07-07,short,31,107.11,4068,250.99560000000827,180.0,211,107.0483,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-07-08,short,31,106.788,4137,-1001.154000000018,60.0,91,107.03,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-07-08,short,121,106.51,4137,-1116.9899999999834,150.0,271,106.78,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-07-08,short,301,106.47,4137,1613.4300000000026,90.0,390,106.08,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-07-10,long,331,107.9,4144,-414.40000000003533,60.0,390,107.8,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-07-13,long,31,109.063,3595,1714.815000000014,360.0,390,109.54,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-07-14,long,61,110.0648,3279,738.4308000000024,330.0,390,110.29,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-07-16,long,361,111.88,3220,96.27799999999297,30.0,390,111.9099,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-07-23,short,361,111.99,3469,-485.66000000000184,30.0,390,112.13,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-07-24,short,241,111.5499,3401,1649.1448999999873,150.0,390,111.065,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-07-28,long,301,111.29,3239,-194.34000000000722,30.0,331,111.23,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-07-30,short,31,110.77,3615,-1048.3500000000222,30.0,61,111.06,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-07-30,long,241,112.19,3615,-542.2499999999691,30.0,271,112.04,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-08-03,short,211,111.11,4146,-1658.4000000000237,180.0,390,111.51,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-08-04,short,91,110.945,4142,-1470.4100000000167,60.0,151,111.3,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-08-05,long,31,112.57,4088,-367.9199999999564,150.0,181,112.48,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-08-06,short,31,111.55,4478,4567.559999999983,360.0,390,110.53,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-08-07,short,61,109.8,4714,-612.3486000000304,30.0,91,109.9299,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-08-07,short,121,109.62,4714,-1.7053025658242404e-13,180.0,301,109.62,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-08-10,long,151,111.52,4791,-239.5499999999863,60.0,211,111.47,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-08-10,long,271,111.57,4791,167.68500000005156,60.0,331,111.605,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-08-11,short,121,110.34,4257,638.5500000000246,270.0,390,110.19,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-08-12,short,31,108.95,4339,0.43390000001384976,90.0,121,108.9499,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-08-12,short,151,108.55,4339,-1562.0399999999972,30.0,181,108.91,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-08-17,long,211,111.15,4668,1400.3999999999867,180.0,390,111.45,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-08-19,short,31,110.14,4782,-1052.0399999999945,30.0,61,110.36,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-08-19,short,91,109.92,4782,-669.4800000000027,150.0,241,110.06,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-08-20,short,61,108.05,4801,4080.849999999972,330.0,390,107.2,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-08-21,short,91,105.12,3590,8580.099999999997,300.0,390,102.73,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-08-26,long,361,102.21,2544,1831.6800000000335,30.0,390,102.93,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-09-10,long,91,104.9,1523,-761.5000000000001,30.0,121,104.4,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-09-10,long,241,105.31,1523,-913.8000000000129,120.0,361,104.71,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-09-15,long,91,106.19,1953,566.3700000000114,300.0,390,106.48,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-09-17,long,331,108.4137,2384,-2392.8208000000213,30.0,361,107.41,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-09-22,short,121,103.51,2546,-114.57000000000443,30.0,151,103.555,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-09-22,short,181,103.59,2546,-348.8020000000008,150.0,331,103.727,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-09-24,short,61,102.7251,3321,-82.69290000000738,90.0,151,102.75,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-09-25,short,331,103.17,3254,585.7200000000225,60.0,390,102.99,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-09-28,short,31,101.67,3412,5561.559999999982,360.0,390,100.04,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-09-29,long,61,101.17,3682,-1656.900000000011,30.0,91,100.72,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-09-29,short,361,98.85,3682,-3056.0600000000463,30.0,390,99.68,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-09-30,long,61,101.68,3663,-1794.8700000000333,90.0,151,101.19,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-10-01,short,31,101.08,3208,-1475.6800000000258,30.0,61,101.54,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-10-01,short,91,101.3,3208,-449.1200000000017,210.0,301,101.44,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-10-02,long,211,102.804,3230,-368.2200000000141,60.0,271,102.69,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-10-02,long,301,102.95,3230,-226.10000000002393,30.0,331,102.88,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-10-02,long,361,103.66,3230,839.8000000000166,30.0,390,103.92,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-10-05,long,271,105.51,2863,114.51999999997729,60.0,331,105.55,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-10-06,short,61,104.83,2787,55.739999999989095,60.0,121,104.81,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-10-06,short,151,104.3,2787,-1672.200000000024,90.0,241,104.9,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-10-07,short,121,104.36,2773,-1830.1799999999905,30.0,151,105.02,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-10-08,short,181,104.51,2734,-683.5,60.0,241,104.76,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-10-09,long,91,106.65,2853,-185.44500000003424,30.0,121,106.585,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-10-14,long,31,106.53,2934,-2288.5200000000036,30.0,61,105.75,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-10-15,long,31,106.63,2895,-86.85000000000325,30.0,61,106.6,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-10-15,long,271,107.1268,2895,1442.288999999992,120.0,390,107.625,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-10-19,long,151,108.72,4016,-722.8799999999703,30.0,181,108.54,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-10-22,long,31,108.91,4294,3306.380000000042,360.0,390,109.68,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-11-02,long,61,114.0501,3280,1770.8720000000092,330.0,390,114.59,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-11-03,long,151,114.91,3407,34.07000000001739,30.0,181,114.92,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-11-03,long,241,115.0416,3407,-312.08119999999883,150.0,390,114.95,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-11-05,short,61,114.4503,3609,-792.8973000000113,90.0,151,114.67,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-11-09,short,61,113.69,3539,283.1199999999921,330.0,390,113.61,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-11-13,short,31,111.3822,6308,2473.997600000015,150.0,181,110.99,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-11-13,short,211,110.7235,6308,5826.068800000048,180.0,390,109.7999,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-11-16,long,31,110.0315,4977,-883.4174999999746,60.0,91,109.854,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-11-16,long,211,110.3,4977,5474.700000000046,180.0,390,111.4,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-11-17,long,121,112.02,4323,-432.2999999999753,60.0,181,111.92,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-11-18,long,31,112.16,4511,2.5579538487363607e-13,30.0,61,112.16,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-11-18,long,121,112.5,4511,5413.200000000016,270.0,390,113.7,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-11-23,short,301,113.85,3813,-457.56000000001734,30.0,331,113.97,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-11-30,short,121,113.99,3804,266.27999999997473,120.0,241,113.92,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-12-01,long,31,114.94,3946,-1775.7000000000107,30.0,61,114.49,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-12-01,long,91,114.82,3946,-434.05999999999784,30.0,121,114.71,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-12-01,long,181,114.88,3946,-1065.4199999999844,60.0,241,114.61,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-12-02,long,31,115.6,3777,-793.1699999999764,90.0,121,115.39,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-12-02,short,331,114.39,3777,-1038.6750000000216,30.0,361,114.665,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-12-03,short,61,114.08,3668,-165.06000000000637,30.0,91,114.125,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-12-03,short,181,112.99,3668,1723.9599999999978,210.0,390,112.52,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-12-04,long,31,113.74,3543,4924.77,360.0,390,115.13,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-12-07,short,61,114.6,3555,391.04999999999836,240.0,301,114.49,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-12-09,short,151,113.41,3704,2185.360000000012,240.0,390,112.82,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-12-11,short,121,111.61,3867,850.7399999999948,150.0,271,111.39,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-12-11,short,361,110.85,3867,154.67999999996908,30.0,390,110.81,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-12-14,short,61,110.27,3432,-617.760000000023,30.0,91,110.45,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-12-14,short,121,109.885,3432,-2488.1999999999803,60.0,181,110.61,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-12-15,long,31,113.03,3248,-64.95999999998708,60.0,91,113.01,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-12-17,short,91,113.25,2977,-59.53999999998824,150.0,241,113.27,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-12-17,short,331,112.97,2977,1488.4999999999998,60.0,390,112.47,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-12-18,short,211,110.39,2968,-1124.8720000000144,60.0,271,110.769,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-12-18,short,331,110.5,2968,1365.2799999999816,60.0,390,110.04,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-12-28,short,91,111.56,3184,-509.43999999998914,30.0,121,111.72,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-12-29,long,31,113.56,3159,2306.07000000001,360.0,390,114.29,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-12-30,short,31,113.71,2952,-265.68000000001007,60.0,91,113.8,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-12-31,short,31,112.57,3130,125.19999999997503,90.0,121,112.53,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2015-12-31,short,361,112.095,3130,266.04999999998046,30.0,390,112.01,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2016-01-04,short,31,109.12,3154,457.330000000033,180.0,211,108.975,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2016-01-04,short,331,108.69,3154,-2220.1006000000143,60.0,390,109.3939,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2016-01-07,short,271,105.22,3274,-622.0599999999929,60.0,331,105.41,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2016-01-07,short,361,105.0,3274,-196.44000000000744,30.0,390,105.06,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2016-01-08,long,31,106.23,3071,-1259.1100000000329,30.0,61,105.82,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2016-01-11,short,241,103.4,3103,-1318.7749999999915,60.0,301,103.825,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2016-01-12,long,31,105.88,3200,-1823.9999999999782,30.0,61,105.31,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2016-01-13,short,151,104.535,3109,7632.595000000001,240.0,390,102.08,end_of_session
corrected_execution__halt_aware__with_dividends__slip_0p0025,2016-01-14,short,31,101.13,2876,-4141.439999999993,30.0,61,102.57,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2016-01-14,long,91,103.0399,2876,-1035.0723999999886,30.0,121,102.68,scheduled_fill
corrected_execution__halt_aware__with_dividends__slip_0p0025,2016-01-14,long,151,103.16,2876,2674.680000000016,240.0,390,104.09,end_of_session
